time,name,air_Pressure_mH2O,air_Temp_float,batt,channel_rssi,data_rate_index,dev_id,device_id,dist,forwarder_gateway_id,recieved_time,rssi,snr,spreading_factor,timestamp,wat_Pressure_mH2o,wat_Temp_float,wat_level_mH2o
2021-07-12 11:07:39.269301250,,10.31898021697998,27.03423309326172,4.183,-31,2,,,59.5,,,-31,12.8,10,,,,
2021-07-12 11:37:37.507321368,,10.317607879638672,27.550708770751953,4.1819999999999995,-34,2,,,59.8,,,-34,11.8,10,,,,
2021-07-12 12:07:37.813929524,,10.314579010009766,28.2625675201416,4.181,-33,2,,,59.8,,,-33,9.8,10,,,,
2021-07-12 12:37:34.488483633,,10.31120491027832,28.445158004760746,4.184,-33,2,,,59.9,,,-33,10.5,10,,,,
2021-07-12 13:07:33.580765380,,10.308982849121094,28.39003944396973,4.186,-31,2,,,59.8,,,-31,8.5,10,,,,
2021-07-12 13:37:31.442581153,,10.307641983032227,28.04502868652344,4.184,-31,2,,,59.6,,,-31,11.5,10,,,,
2021-07-12 14:07:32.101963427,,10.306984901428224,27.692251205444336,4.1819999999999995,-34,2,,,59.8,,,-34,12.2,10,,,,
2021-07-12 14:37:32.429288606,,10.30481243133545,27.65756607055664,4.185,-29,2,,,59.5,,,-29,7.5,10,,,,
2021-07-12 15:07:31.923148230,,10.302027702331543,27.93261528015137,4.183,-31,2,,,59.4,,,-31,9.8,10,,,,
2021-07-12 15:37:29.991013741,,10.302679061889648,27.60059356689453,4.183,-31,2,,,59.6,,,-31,9.8,10,,,,
2021-07-12 16:07:28.273643816,,10.301337242126463,27.551801681518555,4.1819999999999995,-30,2,,,59.6,,,-30,9.2,10,,,,
2021-07-12 16:37:29.991270259,,10.305257797241213,27.362648010253906,4.1819999999999995,-31,2,,,59.6,,,-31,12.8,10,,,,
2021-07-12 17:07:28.161457300,,10.301166534423828,27.226306915283203,4.186,-31,2,,,59.5,,,-31,7.8,10,,,,
2021-07-12 17:37:27.150091550,,10.301400184631348,27.066316604614254,4.183,-31,2,,,59.6,,,-31,9.2,10,,,,
2021-07-12 18:38:09.492118053,,10.303988456726074,26.70339775085449,4.183,-30,2,,,59.5,,,-30,7.8,10,,,,
2021-07-12 19:07:23.287019385,,10.305540084838867,26.3999080657959,4.185,-31,2,,,59.8,,,-31,7.0,10,,,,
2021-07-12 19:37:23.589742180,,10.305499076843262,26.11304473876953,4.18,-31,2,,,59.9,,,-31,11.0,10,,,,
2021-07-12 20:07:22.624303080,,10.3045654296875,25.671594619750977,4.1819999999999995,-31,2,,,59.6,,,-31,8.5,10,,,,
2021-07-12 20:37:22.944835276,,10.30397129058838,25.35059356689453,4.184,-31,2,,,59.5,,,-31,12.2,10,,,,
2021-07-12 21:07:22.404565158,,10.307140350341797,25.32522392272949,4.185,-33,2,,,59.6,,,-33,9.0,10,,,,
2021-07-12 22:07:19.778720819,,10.305663108825684,24.840909957885746,4.181,-31,2,,,59.6,,,-31,12.8,10,,,,
2021-07-12 22:37:20.351400265,,10.306105613708496,24.732072830200195,4.181,-30,2,,,59.6,,,-30,12.0,10,,,,
2021-07-12 23:07:19.128566661,,10.302826881408693,24.5510196685791,4.181,-33,2,,,59.4,,,-33,11.8,10,,,,
2021-07-12 23:37:17.460605268,,10.302225112915039,24.48334884643555,4.181,-31,2,,,59.3,,,-31,9.2,10,,,,
2021-07-13 00:07:17.831705654,,10.30136489868164,24.41522216796875,4.181,-30,2,,,59.5,,,-30,12.8,10,,,,
2021-07-13 00:37:16.837019464,,10.300736427307127,24.38784599304199,4.184,-31,2,,,59.6,,,-31,9.0,10,,,,
2021-07-13 01:07:15.656009381,,10.299619674682617,24.33768081665039,4.18,-30,2,,,59.5,,,-30,12.2,10,,,,
2021-07-13 01:37:15.049994669,,10.300320625305176,24.27245330810547,4.185,-33,2,,,59.4,,,-33,7.2,10,,,,
2021-07-13 02:07:15.280392486,,10.300333023071287,24.28141593933105,4.185,-31,2,,,59.5,,,-31,13.8,10,,,,
2021-07-13 02:37:13.002315408,,10.29928970336914,24.309856414794922,4.181,-33,2,,,59.6,,,-33,10.0,10,,,,
2021-07-13 03:07:12.747684078,,10.299849510192873,24.318944931030273,4.18,-32,2,,,59.6,,,-32,12.0,10,,,,
2021-07-13 03:37:12.546019521,,10.29883098602295,24.40277671813965,4.181,-31,2,,,59.5,,,-31,9.8,10,,,,
2021-07-13 04:07:13.863028532,,10.299503326416016,24.52284240722656,4.1819999999999995,-30,2,,,59.2,,,-30,8.5,10,,,,
2021-07-13 04:37:11.733938930,,10.299684524536133,24.765344619750977,4.186,-31,2,,,59.4,,,-31,7.2,10,,,,
2021-07-13 05:07:11.457081158,,10.297120094299316,25.11526298522949,4.181,-29,2,,,59.4,,,-29,10.5,10,,,,
2021-07-13 05:37:10.862270466,,10.298059463500977,25.587610244750977,4.183,-34,2,,,59.3,,,-34,11.5,10,,,,
2021-07-13 06:07:09.594182059,,10.294842720031738,25.83643341064453,4.1819999999999995,-33,2,,,59.6,,,-33,11.8,10,,,,
2021-07-13 06:37:09.290221081,,10.294610023498537,26.40606117248535,4.1819999999999995,-34,2,,,59.6,,,-34,11.8,10,,,,
2021-07-13 07:07:07.860899509,,10.297597885131836,26.37970542907715,4.18,-32,2,,,59.6,,,-32,12.8,10,,,,
2021-07-13 07:37:08.468833789,,10.297758102416992,26.26091003417969,4.181,-31,2,,,59.7,,,-31,9.5,10,,,,
2021-07-13 08:07:05.184012635,,10.29654312133789,26.16398620605469,4.181,-33,2,,,59.7,,,-33,10.2,10,,,,
2021-07-13 08:37:06.168948603,,10.294389724731444,26.653942108154297,4.183,-31,2,,,59.5,,,-31,10.0,10,,,,
2021-07-13 09:07:03.509004912,,10.293763160705566,26.82900428771973,4.1819999999999995,-30,2,,,59.7,,,-30,7.5,10,,,,
2021-07-13 09:37:05.223002029,,10.291367530822754,27.13991737365723,4.18,-33,2,,,59.5,,,-33,7.8,10,,,,
2021-07-13 10:07:05.272517242,,10.290789604187012,27.455278396606445,4.178999999999999,-33,2,,,59.4,,,-33,9.8,10,,,,
2021-07-13 10:37:03.009182062,,10.287430763244627,27.825767517089844,4.178,-31,2,,,59.5,,,-31,8.0,10,,,,
2021-07-13 11:07:02.011361224,,10.28538703918457,28.18548583984375,4.181,-34,2,,,59.6,,,-34,12.5,10,,,,
2021-07-13 11:37:03.019653650,,10.28455924987793,28.60610389709473,4.181,-31,2,,,59.6,,,-31,10.2,10,,,,
2021-07-13 12:07:02.909081605,,10.285463333129883,29.24277114868164,4.1819999999999995,-31,2,,,59.8,,,-31,10.2,10,,,,
2021-07-13 12:36:58.578027402,,10.282346725463867,29.235336303710934,4.177,-34,2,,,59.4,,,-34,12.8,10,,,,
2021-07-13 13:06:58.672555184,,10.276529312133787,29.184703826904297,4.18,-33,2,,,59.6,,,-33,7.0,10,,,,
2021-07-13 13:36:57.040945349,,10.273153305053713,28.725605010986328,4.178999999999999,-31,2,,,59.6,,,-31,7.2,10,,,,
2021-07-13 14:06:55.566750407,,10.280842781066896,28.19031524658203,4.18,-31,2,,,59.5,,,-31,10.0,10,,,,
2021-07-13 14:36:57.406116562,,10.277528762817383,27.94192123413086,4.181,-31,2,,,59.5,,,-31,11.2,10,,,,
2021-07-13 15:06:55.533155953,,10.27999496459961,27.73723793029785,4.18,-33,2,,,59.5,,,-33,11.8,10,,,,
2021-07-13 15:36:54.743063257,,10.276062965393066,27.51878929138184,4.178999999999999,-33,2,,,59.6,,,-33,9.5,10,,,,
2021-07-13 16:06:54.189106740,,10.274808883666992,27.48391151428223,4.178,-31,2,,,59.5,,,-31,9.2,10,,,,
2021-07-13 16:36:53.722440022,,10.279294967651367,27.233844757080078,4.181,-31,2,,,59.6,,,-31,9.2,10,,,,
2021-07-13 17:06:53.397684059,,10.282339096069336,27.15512466430664,4.181,-30,2,,,59.5,,,-30,7.8,10,,,,
2021-07-13 17:36:51.274370313,,10.27950668334961,26.79572486877441,4.18,-31,2,,,59.7,,,-31,12.0,10,,,,
2021-07-13 18:06:50.824367337,,10.276570320129396,26.44172668457031,4.178999999999999,-31,2,,,59.5,,,-31,10.5,10,,,,
2021-07-13 18:36:51.434722804,,10.279085159301758,26.171464920043945,4.18,-33,2,,,59.6,,,-33,7.5,10,,,,
2021-07-13 19:06:49.669155398,,10.276987075805664,25.883901596069336,4.178999999999999,-31,2,,,59.7,,,-31,10.2,10,,,,
2021-07-13 19:36:48.904498275,,10.280380249023438,25.525697708129886,4.1819999999999995,-31,2,,,59.5,,,-31,7.8,10,,,,
2021-07-13 20:06:49.087528635,,10.279215812683104,25.277847290039066,4.18,-33,2,,,59.7,,,-33,9.5,10,,,,
2021-07-13 20:36:47.800059914,,10.282057762145996,24.90502738952637,4.18,-31,2,,,59.4,,,-31,9.0,10,,,,
2021-07-13 21:06:47.652455326,,10.282288551330566,24.86315155029297,4.178999999999999,-33,2,,,59.4,,,-33,12.2,10,,,,
2021-07-13 21:36:43.624689266,,10.283036231994627,24.51158905029297,4.18,-29,2,,,59.4,,,-29,9.5,10,,,,
2021-07-13 22:06:44.561952313,,10.281371116638184,24.057477951049805,4.18,-31,2,,,59.5,,,-31,8.0,10,,,,
2021-07-13 22:36:44.732868126,,10.281704902648926,23.75925445556641,4.181,-30,2,,,59.6,,,-30,11.0,10,,,,
2021-07-13 23:06:44.779288458,,10.28187370300293,23.4786434173584,4.178,-33,2,,,59.5,,,-33,9.8,10,,,,
2021-07-13 23:36:43.157780707,,10.281702995300293,23.37014389038086,4.178999999999999,-31,2,,,59.5,,,-31,7.2,10,,,,
